Date,Plant_Area,Equipment_Name,Energy_Type,Consumption,Unit,Shift,Remarks
2025-03-28,FCCU,Feed Preheater,Fuel Gas,273.64,Scm,B Shift,Avarage value from Normalcondtion
2025-01-06,FCCU,Feed Preheater,Fuel Gas,302.62,Sm3,General,Sensor calibration pending
2025-01-17,FCCU,Wet Gas Compressor,Power,4550.05,kWh,C Shift,Minor fluctuation observed
2025-02-16,FCCU,Co Boiler,Fuel Gas,433.27,Scm,B Shift,Avarage value from Normalcondtion
2025-02-20,FCCU,Wet Gas Compressor,Power,4373.93,kWh,C Shift,Normal operation
2025-01-23,FCCU,Main Fractionator,Steam,118.23,Ton,C Shift,Reading taken manually
2025-03-24,FCCU,Feed Preheater,Fuel Gas,256.0,Scm,C Shift,Minor fluctuation observed
2025-05-13,FCCU,Feed Preheater,Fuel Gas,284.9,Scm,General,Sensor calibration pending
2025-03-16,FCCU,Slurry Pump,Power,213.59,kWh,General,Minor fluctuation observed
2025-02-21,FCCU,Flue Gas Cooler,Power,1017.35,kWh,C Shift,Sensor calibration pending
2025-06-09,FCCU,Regenerator,Steam,346.01,Ton,A Shift,Avarage value from Normalcondtion
2025-06-02,FCCU,Flue Gas Cooler,Power,808.79,kWh,General,Reading taken manually
2025-03-14,FCCU,Regenerator,Steam,313.19,Tons,General,Startup phase
2025-02-03,FCCU,Wet Gas Compressor,Power,4457.64,kWh,A Shift,Unit under maintenance
2025-05-15,FCCU,Regenerator,Steam,310.24,Ton,C Shift,Sensor calibration pending
2025-01-02,FCCU,Feed Preheater,Fuel Gas,284.26,Scm,A Shift,Minor fluctuation observed
2025-01-07,FCCU,Wet Gas Compressor,Power,4385.65,kWh,A Shift,Avarage value from Normalcondtion
2025-01-04,FCCU,Wet Gas Compressor,Electricity,4549.64,kWh,B Shift,Startup phase
2025-11-05,FCCU,Co Boiler,Fuel Gas,476.79,Scm,A Shift,Reading taken manually
2025-05-20,FCCU,Wet Gas Compressor,Power,4090.23,kWh,B Shift,Avarage value from Normalcondtion
2025-04-01,FCCU,Regenerator,Steam,307.85,Ton,General,Avarage value from Normalcondtion
2025-03-01,FCCU,Slurry Pump,Power,209.59,kWh,General,Avarage value from Normalcondtion
2025-04-21,FCCU,Co Boiler,Fuel Gas,450.2,Sm3,A Shift,Sensor calibration pending
2025-05-28,FCCU,Feed Preheater,Fuel Gas,275.55,Scm,A Shift,Reading taken manually
2025-05-18,FCCU,Feed Preheater,Fuel Gas,280.73,Scm,C Shift,Minor fluctuation observed
2025-04-29,FCCU,Slurry Pump,Electricity,172.24,kWh,General,Reading taken manually
2025-01-23,FCCU,Slurry Pump,Power,150.36,kWh,A Shift,Startup phase
2025-05-03,FCCU,Slurry Pump,Electricity,156.72,kWh,B Shift,Startup phase
2025-06-17,FCCU,Air Blower,Power,3656.4,kWh,A Shift,Avarage value from Normalcondtion
2025-04-23,FCCU,Slurry Pump,Electricity,207.91,kWh,C Shift,Minor fluctuation observed
2025-05-14,FCCU,Co Boiler,Fuel Gas,469.71,Scm,B Shift,  
2025-02-06,FCCU,Flue Gas Cooler,Electricity,960.61,kWh,B Shift,Avarage value from Normalcondtion
2025-04-24,FCCU,Air Blower,Electricity,3833.87,kWh,B Shift,Avarage value from Normalcondtion
2025-02-14,FCCU,Air Blower,Electricity,3561.61,kWh,A Shift,Avarage value from Normalcondtion
2025-02-06,FCCU,Main Fractionator,Steam,123.52,Ton,B Shift,Avarage value from Normalcondtion
2025-04-03,FCCU,Reactor,Steam,190.96,Ton,C Shift,Sensor calibration pending
2025-02-28,FCCU,Air Blower,Power,3609.27,kWh,B Shift,Avarage value from Normalcondtion
2025-06-18,FCCU,Feed Preheater,Fuel Gas,283.56,Scm,A Shift,Startup phase
2025-01-01,FCCU,Regenerator,Steam,313.12,Ton,B Shift,Avarage value from Normalcondtion
2025-01-26,FCCU,Air Blower,Power,3709.92,kWh,B Shift,Avarage value from Normalcondtion
2025-04-28,FCCU,Flue Gas Cooler,Power,945.96,kWh,A Shift,Minor fluctuation observed
2025-05-16,FCCU,Feed Preheater,Fuel Gas,276.77,Scm,A Shift,Avarage value from Normalcondtion
2025-03-16,FCCU,Regenerator,Steam,342.71,Ton,General,Avarage value from Normalcondtion
2025-04-02,FCCU,Regenerator,Steam,340.36,Ton,C Shift,Reading taken manually
2025-05-22,FCCU,Co Boiler,Fuel Gas,436.62,Scm,A Shift,Avarage value from Normalcondtion
2025-06-08,FCCU,Wet Gas Compressor,Electricity,4419.92,kWh,B Shift,Avarage value from Normalcondtion
2025-04-17,FCCU,Reactor,Steam,206.3,Ton,C Shift,Avarage value from Normalcondtion
2025-01-05,FCCU,Slurry Pump,Power,190.27,kWh,C Shift,Avarage value from Normalcondtion
2025-10-06,FCCU,Regenerator,Steam,342.17,Ton,C Shift,  
2025-01-17,FCCU,Slurry Pump,Power,197.35,kWh,C Shift,  
2025-03-03,FCCU,Flue Gas Cooler,Electricity,1016.06,kWh,B Shift,Unit under maintenance
2025-06-16,FCCU,Main Fractionator,Steam,99.67,Tons,B Shift,Startup phase
2025-06-23,FCCU,Wet Gas Compressor,Power,4530.12,kWh,B Shift,Avarage value from Normalcondtion
2025-06-15,FCCU,Wet Gas Compressor,Power,4192.43,kWh,B Shift,Minor fluctuation observed
2025-09-05,FCCU,Air Blower,Power,3662.87,kWh,B Shift,Reading taken manually
2025-01-14,FCCU,Feed Preheater,Fuel Gas,277.91,Scm,C Shift,Startup phase
2025-08-02,FCCU,Main Fractionator,Steam,103.52,Ton,C Shift,Avarage value from Normalcondtion
2025-04-03,FCCU,Slurry Pump,Power,173.77,kWh,A Shift,Sensor calibration pending
2025-06-04,FCCU,Wet Gas Compressor,Electricity,4566.41,kWh,B Shift,Normal operation
2025-05-08,FCCU,Co Boiler,Fuel Gas,468.68,Sm3,B Shift,Avarage value from Normalcondtion
2025-03-22,FCCU,Main Fractionator,Steam,121.99,Ton,General,Avarage value from Normalcondtion
2025-11-05,FCCU,Feed Preheater,Fuel Gas,314.72,Scm,B Shift,Sensor calibration pending
2025-06-19,FCCU,Wet Gas Compressor,Electricity,4167.11,kWh,B Shift,  
2025-05-22,FCCU,Air Blower,Power,4034.05,kWh,A Shift,Minor fluctuation observed
2025-05-15,FCCU,Reactor,Steam,210.28,Ton,B Shift,Avarage value from Normalcondtion
2025-05-11,FCCU,Flue Gas Cooler,Power,904.2,kWh,A Shift,Reading taken manually
2025-01-06,FCCU,Main Fractionator,Steam,101.07,Ton,C Shift,Startup phase
2025-06-14,FCCU,Main Fractionator,Steam,114.07,Ton,B Shift,Unit under maintenance
2025-05-04,FCCU,Slurry Pump,Power,170.65,kWh,A Shift,Reading taken manually
2025-10-04,FCCU,Wet Gas Compressor,Power,4141.79,kWh,C Shift,Avarage value from Normalcondtion
2025-04-24,FCCU,Flue Gas Cooler,Power,1085.85,kWh,C Shift,Startup phase
2025-05-29,FCCU,Flue Gas Cooler,Power,1024.38,kWh,General,Avarage value from Normalcondtion
2025-02-13,FCCU,Reactor,Steam,191.31,Ton,B Shift,Avarage value from Normalcondtion
2025-03-26,FCCU,Regenerator,Steam,319.39,Tons,B Shift,Minor fluctuation observed
2025-02-13,FCCU,Air Blower,Power,3798.2,kWh,A Shift,Avarage value from Normalcondtion
2025-03-31,FCCU,Wet Gas Compressor,Power,4053.59,kWh,A Shift,Avarage value from Normalcondtion
2025-11-01,FCCU,Flue Gas Cooler,Electricity,804.6,kWh,B Shift,Avarage value from Normalcondtion
2025-01-31,FCCU,Main Fractionator,Steam,108.3,Ton,B Shift,Startup phase
2025-03-16,FCCU,Wet Gas Compressor,Power,4320.19,kWh,A Shift,  
2025-03-18,FCCU,Reactor,Steam,191.67,Tons,B Shift,  
2025-03-03,FCCU,Slurry Pump,Power,182.45,kWh,B Shift,Avarage value from Normalcondtion
2025-04-06,FCCU,Reactor,Steam,203.99,Ton,C Shift,  
2025-11-06,FCCU,Flue Gas Cooler,Electricity,911.0,kWh,C Shift,Avarage value from Normalcondtion
2025-02-16,FCCU,Regenerator,Steam,346.01,Tons,A Shift,Minor fluctuation observed
2025-03-23,FCCU,Flue Gas Cooler,Electricity,941.33,kWh,C Shift,Minor fluctuation observed
2025-04-21,FCCU,Wet Gas Compressor,Power,4273.01,kWh,C Shift,Sensor calibration pending
2025-04-22,FCCU,Regenerator,Steam,336.94,Ton,A Shift,Avarage value from Normalcondtion
2025-05-05,FCCU,Feed Preheater,Fuel Gas,309.64,Scm,A Shift,Reading taken manually
2025-02-19,FCCU,Wet Gas Compressor,Power,4456.88,kWh,B Shift,Avarage value from Normalcondtion
2025-04-17,FCCU,Co Boiler,Fuel Gas,473.12,Sm3,General,Avarage value from Normalcondtion
2025-06-20,FCCU,Reactor,Steam,181.64,Ton,B Shift,Avarage value from Normalcondtion
2025-01-17,FCCU,Regenerator,Steam,340.73,Tons,C Shift,Avarage value from Normalcondtion
2025-03-20,FCCU,Regenerator,Steam,329.84,Ton,A Shift,Avarage value from Normalcondtion
2025-03-21,FCCU,Reactor,Steam,194.05,Ton,C Shift,Avarage value from Normalcondtion
2025-05-28,FCCU,Flue Gas Cooler,Power,1059.9,kWh,A Shift,Avarage value from Normalcondtion
2025-04-18,FCCU,Flue Gas Cooler,Power,897.47,kWh,B Shift,Avarage value from Normalcondtion
2025-02-02,FCCU,Wet Gas Compressor,Power,4031.07,kWh,General,Avarage value from Normalcondtion
2025-02-01,FCCU,Slurry Pump,Power,180.67,kWh,B Shift,Avarage value from Normalcondtion
2025-05-17,FCCU,Feed Preheater,Fuel Gas,289.63,Scm,A Shift,Avarage value from Normalcondtion
2025-03-16,FCCU,Co Boiler,Fuel Gas,443.07,Scm,A Shift,Sensor calibration pending
2025-01-16,FCCU,Feed Preheater,Fuel Gas,285.51,Sm3,A Shift,Normal operation
2025-11-04,FCCU,Air Blower,Power,3951.08,kWh,B Shift,Avarage value from Normalcondtion
2025-01-28,FCCU,Feed Preheater,Fuel Gas,297.39,Scm,C Shift,Avarage value from Normalcondtion
2025-06-14,FCCU,Feed Preheater,Fuel Gas,258.42,Scm,General,Avarage value from Normalcondtion
2025-11-02,FCCU,Regenerator,Steam,348.33,Ton,C Shift,Normal operation
2025-09-06,FCCU,Feed Preheater,Fuel Gas,294.17,Scm,B Shift,Avarage value from Normalcondtion
2025-03-17,FCCU,Wet Gas Compressor,Electricity,4426.15,kWh,B Shift,Minor fluctuation observed
2025-03-18,FCCU,Main Fractionator,Steam,121.99,Tons,B Shift,Avarage value from Normalcondtion
2025-07-02,FCCU,Reactor,Steam,212.08,Tons,A Shift,Avarage value from Normalcondtion
2025-01-26,FCCU,Reactor,Steam,189.63,Ton,A Shift,Unit under maintenance
2025-04-13,FCCU,Air Blower,Power,3950.79,kWh,C Shift,Avarage value from Normalcondtion
2025-04-07,FCCU,Air Blower,Power,3590.95,kWh,C Shift,Startup phase
2025-01-26,FCCU,Slurry Pump,Power,164.83,kWh,C Shift,  
2025-03-05,FCCU,Slurry Pump,Electricity,212.44,kWh,General,Minor fluctuation observed
2025-05-02,FCCU,Regenerator,Steam,353.84,Ton,C Shift,Reading taken manually
2025-01-25,FCCU,Flue Gas Cooler,Electricity,853.99,kWh,C Shift,Startup phase
2025-01-20,FCCU,Co Boiler,Fuel Gas,418.94,Scm,B Shift,Normal operation
2025-11-06,FCCU,Main Fractionator,Steam,109.49,Ton,A Shift,Avarage value from Normalcondtion
2025-03-25,FCCU,Flue Gas Cooler,Power,828.07,kWh,B Shift,Avarage value from Normalcondtion
2025-04-01,FCCU,Air Blower,Power,3580.8,kWh,C Shift,Avarage value from Normalcondtion
2025-04-28,FCCU,Main Fractionator,Steam,97.46,Tons,B Shift,Sensor calibration pending
2025-02-22,FCCU,Reactor,Steam,201.98,Ton,B Shift,Normal operation
2025-01-14,FCCU,Wet Gas Compressor,Power,4274.83,kWh,A Shift,Minor fluctuation observed
2025-03-14,FCCU,Co Boiler,Fuel Gas,414.8,Scm,C Shift,Startup phase
2025-05-21,FCCU,Wet Gas Compressor,Power,4406.92,kWh,A Shift,  
2025-01-18,FCCU,Flue Gas Cooler,Power,811.49,kWh,General,Avarage value from Normalcondtion
2025-06-09,FCCU,Main Fractionator,Steam,117.87,Tons,General,  
2025-05-28,FCCU,Main Fractionator,Steam,106.01,Ton,C Shift,Avarage value from Normalcondtion
2025-05-20,FCCU,Main Fractionator,Steam,121.24,Tons,C Shift,Avarage value from Normalcondtion
2025-12-03,FCCU,Co Boiler,Fuel Gas,413.44,Scm,B Shift,Unit under maintenance
2025-03-30,FCCU,Slurry Pump,Power,158.24,kWh,C Shift,Reading taken manually
2025-04-07,FCCU,Flue Gas Cooler,Power,950.74,kWh,A Shift,Avarage value from Normalcondtion
2025-01-05,FCCU,Reactor,Steam,208.46,Tons,B Shift,Startup phase
2025-06-03,FCCU,Regenerator,Steam,346.01,Ton,A Shift,Startup phase
2025-02-15,FCCU,Slurry Pump,Power,153.71,kWh,General,Avarage value from Normalcondtion
2025-12-06,FCCU,Flue Gas Cooler,Power,936.78,kWh,C Shift,Avarage value from Normalcondtion
2025-01-17,FCCU,Reactor,Steam,181.57,Ton,B Shift,Sensor calibration pending
2025-06-05,FCCU,Co Boiler,Fuel Gas,410.31,Scm,A Shift,Avarage value from Normalcondtion
2025-01-26,FCCU,Wet Gas Compressor,Power,4375.6,kWh,C Shift,Startup phase
2025-05-16,FCCU,Wet Gas Compressor,Electricity,4226.39,kWh,C Shift,Sensor calibration pending
2025-05-26,FCCU,Air Blower,Power,3539.28,kWh,A Shift,Avarage value from Normalcondtion
2025-01-22,FCCU,Flue Gas Cooler,Power,1038.47,kWh,General,Avarage value from Normalcondtion
2025-04-10,FCCU,Flue Gas Cooler,Power,919.47,kWh,B Shift,Unit under maintenance
2025-04-14,FCCU,Regenerator,Steam,337.86,Ton,A Shift,Avarage value from Normalcondtion
2025-12-03,FCCU,Wet Gas Compressor,Power,4549.64,kWh,B Shift,Avarage value from Normalcondtion
2025-03-06,FCCU,Co Boiler,Fuel Gas,451.11,Sm3,C Shift,Avarage value from Normalcondtion
2025-05-06,FCCU,Main Fractionator,Steam,125.73,Ton,B Shift,Avarage value from Normalcondtion
2025-04-24,FCCU,Co Boiler,Fuel Gas,479.76,Scm,B Shift,Startup phase
2025-10-04,FCCU,Main Fractionator,Steam,115.19,Ton,B Shift,Avarage value from Normalcondtion
2025-04-18,FCCU,Air Blower,Power,4130.7,kWh,A Shift,Startup phase
2025-12-01,FCCU,Feed Preheater,Fuel Gas,284.9,Sm3,C Shift,Avarage value from Normalcondtion
2025-03-28,FCCU,Flue Gas Cooler,Power,1099.78,kWh,C Shift,Avarage value from Normalcondtion
2025-07-02,FCCU,Flue Gas Cooler,Power,1020.2,kWh,A Shift,Avarage value from Normalcondtion
2025-01-17,FCCU,Feed Preheater,Fuel Gas,285.54,Scm,B Shift,Avarage value from Normalcondtion
2025-05-26,FCCU,Reactor,Steam,194.14,Ton,General,Avarage value from Normalcondtion
2025-03-06,FCCU,Feed Preheater,Fuel Gas,298.09,Scm,A Shift,Avarage value from Normalcondtion
2025-05-25,FCCU,Slurry Pump,Power,181.48,kWh,A Shift,Avarage value from Normalcondtion
2025-02-13,FCCU,Feed Preheater,Fuel Gas,298.29,Scm,General,Avarage value from Normalcondtion
2025-04-28,FCCU,Slurry Pump,Power,210.68,kWh,C Shift,Avarage value from Normalcondtion
2025-06-19,FCCU,Regenerator,Steam,358.51,Ton,A Shift,Avarage value from Normalcondtion
2025-04-11,FCCU,Reactor,Steam,192.31,Ton,A Shift,Avarage value from Normalcondtion
2025-06-11,FCCU,Slurry Pump,Electricity,182.39,kWh,C Shift,Avarage value from Normalcondtion
2025-05-16,FCCU,Slurry Pump,Power,194.92,kWh,C Shift,Avarage value from Normalcondtion
2025-05-17,FCCU,Wet Gas Compressor,Power,4543.43,kWh,B Shift,Avarage value from Normalcondtion
2025-11-01,FCCU,Regenerator,Steam,351.84,Ton,A Shift,Normal operation
2025-02-21,FCCU,Slurry Pump,Power,204.58,kWh,B Shift,Avarage value from Normalcondtion
2025-02-06,FCCU,Regenerator,Steam,349.99,Ton,B Shift,Reading taken manually
2025-03-18,FCCU,Slurry Pump,Power,196.73,kWh,B Shift,Avarage value from Normalcondtion
2025-03-25,FCCU,Reactor,Steam,190.41,Ton,A Shift,Avarage value from Normalcondtion
2025-10-03,FCCU,Main Fractionator,Steam,105.19,Ton,B Shift,Sensor calibration pending
2025-10-03,FCCU,Co Boiler,Fuel Gas,404.55,Scm,B Shift,Unit under maintenance
2025-03-15,FCCU,Reactor,Steam,209.43,Tons,C Shift,Normal operation
2025-04-23,FCCU,Flue Gas Cooler,Power,981.25,kWh,A Shift,Minor fluctuation observed
2025-03-02,FCCU,Feed Preheater,Fuel Gas,271.71,Scm,B Shift,Avarage value from Normalcondtion
2025-03-16,FCCU,Feed Preheater,Fuel Gas,275.02,Scm,B Shift,Unit under maintenance
2025-05-06,FCCU,Slurry Pump,Power,159.75,kWh,General,Startup phase
2025-03-26,FCCU,Feed Preheater,Fuel Gas,315.15,Scm,A Shift,Avarage value from Normalcondtion
2025-03-13,FCCU,Reactor,Steam,208.27,Ton,C Shift,  
2025-02-17,FCCU,Co Boiler,Fuel Gas,423.19,Scm,C Shift,  
2025-05-18,FCCU,Reactor,Steam,213.41,Ton,C Shift,Avarage value from Normalcondtion
2025-03-12,FCCU,Slurry Pump,Electricity,214.84,kWh,A Shift,Avarage value from Normalcondtion
2025-07-03,FCCU,Regenerator,Steam,301.74,Ton,A Shift,Avarage value from Normalcondtion
2025-05-18,FCCU,Regenerator,Steam,346.34,Tons,C Shift,Avarage value from Normalcondtion
2025-10-03,FCCU,Reactor,Steam,189.52,Ton,B Shift,Unit under maintenance
2025-06-29,FCCU,Co Boiler,Fuel Gas,447.26,Scm,B Shift,Avarage value from Normalcondtion
2025-05-19,FCCU,Main Fractionator,Steam,96.17,Ton,A Shift,Reading taken manually
2025-04-28,FCCU,Feed Preheater,Fuel Gas,250.71,Sm3,B Shift,Avarage value from Normalcondtion
2025-04-12,FCCU,Reactor,Steam,210.0,Ton,General,Minor fluctuation observed
2025-02-21,FCCU,Air Blower,Power,4076.28,kWh,A Shift,Avarage value from Normalcondtion
2025-03-23,FCCU,Main Fractionator,Steam,126.13,Tons,B Shift,Reading taken manually
2025-02-01,FCCU,Co Boiler,Fuel Gas,442.21,Sm3,B Shift,  
2025-05-26,FCCU,Slurry Pump,Power,167.88,kWh,A Shift,Startup phase
2025-03-07,FCCU,Main Fractionator,Steam,114.65,Ton,C Shift,  
2025-02-02,FCCU,Air Blower,Electricity,3554.56,kWh,A Shift,Avarage value from Normalcondtion
2025-06-22,FCCU,Main Fractionator,Steam,95.44,Ton,A Shift,Startup phase
2025-08-01,FCCU,Wet Gas Compressor,Power,4528.98,kWh,B Shift,Startup phase
2025-03-22,FCCU,Air Blower,Electricity,4047.56,kWh,C Shift,Unit under maintenance
2025-08-03,FCCU,Reactor,Steam,184.57,Ton,A Shift,Reading taken manually
2025-06-03,FCCU,Main Fractionator,Steam,118.21,Tons,A Shift,Avarage value from Normalcondtion
2025-11-02,FCCU,Slurry Pump,Power,194.17,kWh,A Shift,Reading taken manually
2025-02-27,FCCU,Feed Preheater,Fuel Gas,317.24,Scm,B Shift,Minor fluctuation observed
2025-01-06,FCCU,Wet Gas Compressor,Electricity,4296.63,kWh,A Shift,  
2025-06-24,FCCU,Slurry Pump,Power,196.62,kWh,C Shift,Normal operation
2025-06-26,FCCU,Reactor,Steam,180.3,Ton,A Shift,Avarage value from Normalcondtion
2025-08-04,FCCU,Co Boiler,Fuel Gas,431.25,Scm,A Shift,Avarage value from Normalcondtion
2025-05-13,FCCU,Slurry Pump,Electricity,159.18,kWh,A Shift,Avarage value from Normalcondtion
2025-04-12,FCCU,Co Boiler,Fuel Gas,401.33,Sm3,General,Avarage value from Normalcondtion
2025-02-12,FCCU,Regenerator,Steam,332.03,Ton,C Shift,  
2025-03-31,FCCU,Air Blower,Electricity,4015.14,kWh,C Shift,Avarage value from Normalcondtion
2025-01-12,FCCU,Flue Gas Cooler,Power,982.12,kWh,B Shift,Avarage value from Normalcondtion
2025-01-07,FCCU,Reactor,Steam,214.27,Ton,A Shift,Normal operation
2025-01-15,FCCU,Regenerator,Steam,350.71,Ton,B Shift,Startup phase
2025-03-24,FCCU,Wet Gas Compressor,Electricity,4464.02,kWh,A Shift,Avarage value from Normalcondtion
2025-05-05,FCCU,Air Blower,Power,3694.84,kWh,A Shift,Avarage value from Normalcondtion
2025-06-17,FCCU,Wet Gas Compressor,Power,4289.29,kWh,C Shift,  
2025-05-19,FCCU,Feed Preheater,Fuel Gas,314.02,Scm,B Shift,Avarage value from Normalcondtion
2025-01-27,FCCU,Flue Gas Cooler,Power,957.18,kWh,General,Startup phase
2025-04-05,FCCU,Flue Gas Cooler,Power,952.58,kWh,B Shift,Normal operation
2025-05-04,FCCU,Wet Gas Compressor,Power,4200.09,kWh,A Shift,Avarage value from Normalcondtion
2025-05-18,FCCU,Co Boiler,Fuel Gas,438.6,Sm3,B Shift,  
2025-01-16,FCCU,Air Blower,Power,4032.15,kWh,General,Startup phase
2025-02-03,FCCU,Regenerator,Steam,330.51,Ton,A Shift,Unit under maintenance
2025-06-27,FCCU,Regenerator,Steam,333.65,Ton,B Shift,Avarage value from Normalcondtion
2025-04-04,FCCU,Main Fractionator,Steam,95.9,Ton,C Shift,Avarage value from Normalcondtion
2025-03-17,FCCU,Slurry Pump,Power,182.27,kWh,A Shift,Avarage value from Normalcondtion
2025-04-15,FCCU,Reactor,Steam,206.11,Ton,General,Startup phase
2025-09-04,FCCU,Co Boiler,Fuel Gas,449.31,Scm,C Shift,Minor fluctuation observed
2025-05-12,FCCU,Wet Gas Compressor,Electricity,4523.27,kWh,A Shift,Avarage value from Normalcondtion
2025-01-06,FCCU,Regenerator,Steam,305.93,Tons,C Shift,Reading taken manually
2025-06-10,FCCU,Co Boiler,Fuel Gas,437.09,Scm,B Shift,Avarage value from Normalcondtion
2025-05-23,FCCU,Air Blower,Power,4139.08,kWh,A Shift,Normal operation
2025-02-20,FCCU,Slurry Pump,Power,169.83,kWh,B Shift,Avarage value from Normalcondtion
2025-03-02,FCCU,Reactor,Steam,206.52,Tons,A Shift,Avarage value from Normalcondtion
2025-04-01,FCCU,Main Fractionator,Steam,110.34,Ton,C Shift,Avarage value from Normalcondtion
2025-06-16,FCCU,Wet Gas Compressor,Power,4072.65,kWh,A Shift,Avarage value from Normalcondtion
2025-07-06,FCCU,Slurry Pump,Power,178.79,kWh,B Shift,  
2025-02-04,FCCU,Flue Gas Cooler,Electricity,820.68,kWh,General,Avarage value from Normalcondtion
2025-01-28,FCCU,Air Blower,Electricity,3689.77,kWh,C Shift,Sensor calibration pending
2025-01-14,FCCU,Regenerator,Steam,347.4,Tons,B Shift,Avarage value from Normalcondtion
2025-05-27,FCCU,Feed Preheater,Fuel Gas,304.56,Scm,C Shift,Normal operation
2025-06-01,FCCU,Reactor,Steam,212.53,Ton,C Shift,Avarage value from Normalcondtion
2025-03-02,FCCU,Reactor,Steam,202.14,Ton,General,Avarage value from Normalcondtion
2025-04-19,FCCU,Feed Preheater,Fuel Gas,266.68,Sm3,A Shift,Avarage value from Normalcondtion
2025-04-23,FCCU,Main Fractionator,Steam,109.07,Ton,B Shift,Normal operation
2025-01-24,FCCU,Slurry Pump,Power,193.02,kWh,B Shift,Reading taken manually
2025-03-12,FCCU,Feed Preheater,Fuel Gas,272.51,Scm,A Shift,Unit under maintenance
2025-05-21,FCCU,Air Blower,Power,3568.0,kWh,B Shift,Avarage value from Normalcondtion
2025-05-21,FCCU,Reactor,Steam,212.08,Tons,C Shift,Avarage value from Normalcondtion
2025-10-06,FCCU,Reactor,Steam,197.7,Ton,B Shift,Avarage value from Normalcondtion
2025-03-06,FCCU,Regenerator,Steam,308.65,Ton,C Shift,Avarage value from Normalcondtion
2025-02-18,FCCU,Main Fractionator,Steam,96.44,Ton,B Shift,Avarage value from Normalcondtion
2025-06-05,FCCU,Wet Gas Compressor,Electricity,4114.08,kWh,B Shift,Normal operation
2025-03-13,FCCU,Main Fractionator,Steam,121.99,Tons,B Shift,Avarage value from Normalcondtion
2025-05-04,FCCU,Slurry Pump,Power,162.94,kWh,B Shift,Sensor calibration pending
2025-05-20,FCCU,Slurry Pump,Electricity,152.84,kWh,B Shift,Avarage value from Normalcondtion
2025-03-07,FCCU,Reactor,Steam,217.73,Ton,B Shift,Avarage value from Normalcondtion
2025-02-19,FCCU,Flue Gas Cooler,Power,973.59,kWh,A Shift,Normal operation
2025-04-26,FCCU,Main Fractionator,Steam,103.68,Ton,C Shift,Minor fluctuation observed
2025-05-13,FCCU,Wet Gas Compressor,Power,4568.73,kWh,B Shift,Sensor calibration pending
2025-06-21,FCCU,Flue Gas Cooler,Power,922.84,kWh,General,Avarage value from Normalcondtion
2025-02-18,FCCU,Slurry Pump,Power,212.45,kWh,General,Unit under maintenance
2025-04-06,FCCU,Feed Preheater,Fuel Gas,259.73,Sm3,C Shift,Avarage value from Normalcondtion
2025-10-06,FCCU,Wet Gas Compressor,Power,4168.87,kWh,A Shift,Normal operation
2025-02-10,FCCU,Air Blower,Power,4024.27,kWh,A Shift,Avarage value from Normalcondtion
2025-05-11,FCCU,Wet Gas Compressor,Power,4566.86,kWh,C Shift,Avarage value from Normalcondtion
2025-01-29,FCCU,Slurry Pump,Power,207.15,kWh,B Shift,Avarage value from Normalcondtion
2025-04-30,FCCU,Wet Gas Compressor,Electricity,4047.86,kWh,A Shift,Minor fluctuation observed
2025-03-29,FCCU,Wet Gas Compressor,Electricity,4472.33,kWh,A Shift,Reading taken manually
2025-01-20,FCCU,Slurry Pump,Power,154.6,kWh,A Shift,Sensor calibration pending
2025-12-01,FCCU,Wet Gas Compressor,Power,4119.53,kWh,B Shift,Minor fluctuation observed
2025-01-25,FCCU,Regenerator,Steam,303.71,Ton,B Shift,Sensor calibration pending
2025-04-11,FCCU,Feed Preheater,Fuel Gas,294.53,Scm,B Shift,Avarage value from Normalcondtion
2025-06-23,FCCU,Co Boiler,Fuel Gas,462.96,Scm,B Shift,Startup phase
2025-10-06,FCCU,Feed Preheater,Fuel Gas,265.97,Scm,A Shift,Reading taken manually
2025-05-12,FCCU,Reactor,Steam,219.72,Ton,C Shift,  
2025-03-19,FCCU,Slurry Pump,Electricity,158.59,kWh,C Shift,  
2025-05-15,FCCU,Feed Preheater,Fuel Gas,291.61,Scm,B Shift,Normal operation
2025-02-13,FCCU,Slurry Pump,Power,210.38,kWh,B Shift,Reading taken manually
2025-04-22,FCCU,Co Boiler,Fuel Gas,430.77,Scm,B Shift,  
2025-03-28,FCCU,Co Boiler,Fuel Gas,461.61,Scm,General,Avarage value from Normalcondtion
2025-10-06,FCCU,Main Fractionator,Steam,110.27,Ton,General,Normal operation
2025-05-14,FCCU,Flue Gas Cooler,Power,862.3,kWh,A Shift,Avarage value from Normalcondtion
2025-11-03,FCCU,Regenerator,Steam,322.97,Ton,General,Avarage value from Normalcondtion
2025-02-15,FCCU,Main Fractionator,Steam,112.13,Ton,B Shift,  
2025-02-14,FCCU,Wet Gas Compressor,Electricity,4192.38,kWh,B Shift,Avarage value from Normalcondtion
2025-11-02,FCCU,Reactor,Steam,205.62,Tons,C Shift,Startup phase
2025-01-24,FCCU,Regenerator,Steam,325.07,Ton,A Shift,Minor fluctuation observed
2025-04-11,FCCU,Regenerator,Steam,346.28,Tons,C Shift,Reading taken manually
2025-07-01,FCCU,Main Fractionator,Steam,118.97,Ton,B Shift,Sensor calibration pending
2025-01-22,FCCU,Slurry Pump,Power,197.17,kWh,General,Avarage value from Normalcondtion
