Date,Plant_Area,Equipment_Name,Energy_Type,Consumption,Unit,Shift,Remarks
11/02/2025,FCCU,Regenerator,Steam,348.33,Ton,C-Shift,Normal operation
09/06/2025,FCCU,Feed Preheater,FuelGas,294.17,SCM,b shift,
03/17/2025,FCCU,Wet Gas Compressor,Electricity,4426.15,kWh,B,Minor fluctuation observed
18/03/2025,FCCU,MAIN FRACTIONATOR,STEAM,,Tons,b shift,
07-02-2025,FCCU,Reactor,STEAM,,Tons,A,
2025-01-26,FCCU,Reactor,Steam,189.63,Ton,A Shift,Unit under maintenance
13/04/2025,FCCU,Air Blower,Power,3950.79,kWh,C-Shift,N/A
04/07/2025,FCCU,air blower,power,3590.95,KWH,C-Shift,Startup phase
01/26/2025,FCCU,Slurry Pump,Power,164.83,kWh,C-Shift,  
03/05/2025,FCCU,Slurry Pump,Electricity,212.44,kWh,General,Minor fluctuation observed
05/02/2025,FCCU,REGENERATOR,steam,353.84,ton,C,Reading taken manually
01/25/2025,FCCU,FLUE GAS COOLER,Electricity,853.99,kWh,C-Shift,Startup phase
20/01/2025,FCCU,CO Boiler,fuel gas,418.94,scm,b shift,Normal operation
11-06-2025,FCCU,Main Fractionator,steam,109.49,ton,A,
03/25/2025,FCCU,Flue Gas Cooler,Power ,828.07,kwh,B,N/A
04/01/2025,FCCU,Air Blower,Power ,3580.8,kwh,C,
2025-04-28,FCCU,Main Fractionator,STEAM,97.46,Tons,B,Sensor calibration pending
2025-02-22,FCCU,reactor,Steam,201.98,Ton,b shift,Normal operation
14-01-2025,FCCU,wet gas compressor,Power ,4274.83,kwh,A Shift,Minor fluctuation observed
2025-03-14,FCCU,CO Boiler,FuelGas,414.8,SCM,C-Shift,Startup phase
21-05-2025,FCCU,Wet Gas Compressor,power,4406.92,KWH,A,  
2025-01-18,FCCU,Flue Gas Cooler,power,811.49,KWH,General,
06/09/2025,FCCU,main fractionator,STEAM,117.87,Tons,General,  
2025-05-28,FCCU,MAIN FRACTIONATOR,Steam ,106.01,T,C,
2025-05-20,FCCU,Main Fractionator,STEAM,121.24,Tons,C,
12-03-2025,FCCU,CO Boiler,FuelGas,413.44,SCM,B,Unit under maintenance
2025-03-30,FCCU, Slurry Pump  ,power,158.24,KWH,C,Reading taken manually
04/07/2025,FCCU,Flue Gas Cooler,power,950.74,KWH,A,
01-05-2025,FCCU,REACTOR,STEAM,208.46,Tons,B,Startup phase
06/03/2025,FCCU,Regenerator,steam,,ton,A Shift,Startup phase
2025-02-15,FCCU,slurry pump,power,153.71,KWH,General,
12-06-2025,FCCU,Flue Gas Cooler,Power ,936.78,kwh,C,
17/01/2025,FCCU,reactor,steam,181.57,ton,b shift,Sensor calibration pending
06/05/2025,FCCU,CO BOILER,FuelGas,410.31,SCM,A,
01/26/2025,FCCU,wet gas compressor,power,4375.6,KWH,C,Startup phase
05/16/2025,FCCU,Wet Gas Compressor,Electricity,4226.39,kWh,C,Sensor calibration pending
26-05-2025,FCCU,Air Blower,Power,3539.28,kWh,A Shift,
2025-01-22,FCCU,flue gas cooler,Power ,1038.47,kwh,General,
04/10/2025,FCCU,FLUE GAS COOLER,Power ,919.47,kwh,b shift,Unit under maintenance
14/04/2025,FCCU,Regenerator,Steam ,337.86,T,A Shift,
12-03-2025,FCCU,Wet Gas Compressor,power,,KWH,b shift,
2025-03-06,FCCU,CO Boiler,Fuel Gas ,451.11,Sm3,C,
2025-05-06,FCCU,Main Fractionator,steam,125.73,ton,b shift,
2025-04-24,FCCU,CO Boiler,fuel gas,479.76,scm,b shift,Startup phase
10-04-2025,FCCU,Main Fractionator,Steam ,115.19,T,B,
18-04-2025,FCCU,Air Blower,Power ,4130.7,kwh,A Shift,Startup phase
12-01-2025,FCCU,Feed Preheater,Fuel Gas ,,Sm3,C,N/A
03/28/2025,FCCU,Flue Gas Cooler,Power,1099.78,kWh,C-Shift,
07/02/2025,FCCU,Flue Gas Cooler,Power ,1020.2,kwh,A,N/A
17-01-2025,FCCU,Feed Preheater,Fuel Gas,285.54,SCM,b shift,
05/26/2025,FCCU,REACTOR,Steam ,194.14,T,General,
2025-03-06,FCCU,FEED PREHEATER,Fuel Gas,298.09,SCM,A Shift,
25/05/2025,FCCU,Slurry Pump,Power ,181.48,kwh,A Shift,
13-02-2025,FCCU,Feed Preheater,FuelGas,298.29,SCM,General,
2025-04-28,FCCU,Slurry Pump,power,210.68,KWH,C,
19-06-2025,FCCU,regenerator,Steam ,358.51,T,A,
04/11/2025,FCCU,Reactor,Steam ,192.31,T,A,
2025-06-11,FCCU,Slurry Pump,Electricity,182.39,kWh,C-Shift,
16/05/2025,FCCU,SLURRY PUMP,Power ,194.92,kwh,C-Shift,
2025-05-17,FCCU,Wet Gas Compressor,power,4543.43,KWH,b shift,
11-01-2025,FCCU,Regenerator,steam,351.84,ton,A Shift,Normal operation
21-02-2025,FCCU,SLURRY PUMP,Power ,204.58,kwh,b shift,
02/06/2025,FCCU,REGENERATOR,steam,349.99,ton,B,Reading taken manually
2025-03-18,FCCU, Slurry Pump  ,Power ,196.73,kwh,b shift,
25/03/2025,FCCU, Reactor  ,steam,190.41,ton,A Shift,
10/03/2025,FCCU,Main Fractionator,steam,105.19,ton,B,Sensor calibration pending
10/03/2025,FCCU,co boiler,Fuel Gas,404.55,SCM,B,Unit under maintenance
15-03-2025,FCCU,reactor,STEAM,209.43,Tons,C-Shift,Normal operation
2025-04-23,FCCU,Flue Gas Cooler,Power,981.25,kWh,A Shift,Minor fluctuation observed
03-02-2025,FCCU,Feed Preheater,Fuel Gas,271.71,SCM,B,
2025-03-16,FCCU,Feed Preheater,FuelGas,275.02,SCM,B,Unit under maintenance
2025-05-06,FCCU,Slurry Pump,Power,159.75,kWh,General,Startup phase
2025-03-26,FCCU,Feed Preheater,fuel gas,315.15,scm,A,
2025-03-13,FCCU,REACTOR,Steam,208.27,Ton,C-Shift,  
2025-02-17,FCCU,co boiler,Fuel Gas,423.19,SCM,C,  
18/05/2025,FCCU,Reactor,steam,213.41,ton,C,
2025-03-12,FCCU,Slurry Pump,Electricity,,kWh,A Shift,
07/03/2025,FCCU,Regenerator,steam,301.74,ton,A Shift,
05/18/2025,FCCU,Regenerator,STEAM,346.34,Tons,C-Shift,
10-03-2025,FCCU,Reactor,Steam ,189.52,T,B,Unit under maintenance
29/06/2025,FCCU,CO Boiler,FuelGas,447.26,SCM,b shift,
19-05-2025,FCCU,Main Fractionator,steam,96.17,ton,A,Reading taken manually
28/04/2025,FCCU,Feed Preheater,Fuel Gas ,250.71,Sm3,b shift,
2025-04-12,FCCU,Reactor,Steam,210.0,Ton,General,Minor fluctuation observed
2025-02-21,FCCU, Air Blower  ,Power,4076.28,kWh,A,
23-03-2025,FCCU,Main Fractionator,STEAM,126.13,Tons,B,Reading taken manually
02-01-2025,FCCU,CO Boiler,Fuel Gas ,442.21,Sm3,b shift,  
05/26/2025,FCCU,Slurry Pump,Power ,167.88,kwh,A,Startup phase
2025-03-07,FCCU,Main Fractionator,Steam ,114.65,T,C-Shift,  
02/02/2025,FCCU, Air Blower  ,Electricity,3554.56,kWh,A Shift,
22-06-2025,FCCU,Main Fractionator,Steam ,95.44,T,A Shift,Startup phase
08/01/2025,FCCU,Wet Gas Compressor,Power ,4528.98,kwh,b shift,Startup phase
22/03/2025,FCCU,Air Blower,Electricity,4047.56,kWh,C,Unit under maintenance
08-03-2025,FCCU,Reactor,Steam ,184.57,T,A,Reading taken manually
06-03-2025,FCCU,Main Fractionator,STEAM,118.21,Tons,A Shift,
11/02/2025,FCCU,Slurry Pump,Power ,194.17,kwh,A,Reading taken manually
2025-02-27,FCCU,feed preheater,fuel gas,317.24,scm,b shift,Minor fluctuation observed
2025-01-06,FCCU,Wet Gas Compressor,Electricity,4296.63,kWh,A,  
24-06-2025,FCCU,Slurry Pump,Power ,196.62,kwh,C,Normal operation
06/26/2025,FCCU,Reactor,steam,180.3,ton,A Shift,
08-04-2025,FCCU,co boiler,Fuel Gas,431.25,SCM,A,
13/05/2025,FCCU,Slurry Pump,Electricity,159.18,kWh,A,
04/12/2025,FCCU,co boiler,Fuel Gas ,401.33,Sm3,General,N/A
02/12/2025,FCCU,Regenerator,Steam,332.03,Ton,C,  
03/31/2025,FCCU,air blower,Electricity,4015.14,kWh,C-Shift,
01/12/2025,FCCU,Flue Gas Cooler,power,982.12,KWH,b shift,
01/07/2025,FCCU,Reactor,Steam,214.27,Ton,A,Normal operation
15/01/2025,FCCU,Regenerator,Steam ,350.71,T,b shift,Startup phase
2025-03-24,FCCU,WET GAS COMPRESSOR,Electricity,4464.02,kWh,A Shift,
05-05-2025,FCCU,Air Blower,power,3694.84,KWH,A Shift,
06/17/2025,FCCU,Wet Gas Compressor,power,4289.29,KWH,C-Shift,  
19/05/2025,FCCU,feed preheater,FuelGas,314.02,SCM,B,
27-01-2025,FCCU,Flue Gas Cooler,Power,957.18,kWh,General,Startup phase
2025-04-05,FCCU,Flue Gas Cooler,power,952.58,KWH,b shift,Normal operation
2025-05-04,FCCU,WET GAS COMPRESSOR,Power,4200.09,kWh,A Shift,N/A
05/18/2025,FCCU,CO Boiler,Fuel Gas ,438.6,Sm3,B,  
16-01-2025,FCCU,Air Blower,power,4032.15,KWH,General,Startup phase
02/03/2025,FCCU,Regenerator,Steam ,330.51,T,A Shift,Unit under maintenance
27/06/2025,FCCU,Regenerator,Steam ,333.65,T,B,
04/04/2025,FCCU,Main Fractionator,steam,95.9,ton,C,
2025-03-17,FCCU,Slurry Pump,Power ,182.27,kwh,A,
2025-04-15,FCCU,Reactor,steam,206.11,ton,General,Startup phase
09-04-2025,FCCU, CO Boiler  ,Fuel Gas,449.31,SCM,C-Shift,Minor fluctuation observed
2025-05-12,FCCU,Wet Gas Compressor,Electricity,4523.27,kWh,A Shift,
01-06-2025,FCCU,regenerator,STEAM,305.93,Tons,C-Shift,Reading taken manually
06/10/2025,FCCU,CO Boiler,FuelGas,437.09,SCM,B,N/A
2025-05-23,FCCU,Air Blower,power,4139.08,KWH,A,Normal operation
2025-02-20,FCCU,Slurry Pump,Power,169.83,kWh,B,
2025-03-02,FCCU,Reactor,STEAM,206.52,Tons,A,
2025-04-01,FCCU,Main Fractionator,Steam ,110.34,T,C,
2025-06-16,FCCU, Wet Gas Compressor  ,Power ,4072.65,kwh,A,
07-06-2025,FCCU,Slurry Pump,power,178.79,KWH,B,  
2025-02-04,FCCU,Flue Gas Cooler,Electricity,820.68,kWh,General,
2025-01-28,FCCU,Air Blower,Electricity,3689.77,kWh,C,Sensor calibration pending
14-01-2025,FCCU,Regenerator,STEAM,347.4,Tons,B,
27-05-2025,FCCU, Feed Preheater  ,Fuel Gas,304.56,SCM,C,Normal operation
06/01/2025,FCCU,Reactor,Steam ,212.53,T,C-Shift,
03/02/2025,FCCU,Reactor,steam,202.14,ton,General,N/A
19-04-2025,FCCU,Feed Preheater,Fuel Gas ,266.68,Sm3,A,
04/23/2025,FCCU,Main Fractionator,Steam,109.07,Ton,B,Normal operation
24/01/2025,FCCU,Slurry Pump,Power ,193.02,kwh,B,Reading taken manually
03/12/2025,FCCU,Feed Preheater,fuel gas,272.51,scm,A,Unit under maintenance
05/21/2025,FCCU,Air Blower,Power ,3568.0,kwh,B,
2025-05-21,FCCU,Reactor,STEAM,,Tons,C-Shift,
10-06-2025,FCCU,Reactor,Steam,197.7,Ton,B,
03/06/2025,FCCU,Regenerator,Steam ,308.65,T,C,
18/02/2025,FCCU,Main Fractionator,steam,96.44,ton,B,
06/05/2025,FCCU,Wet Gas Compressor,Electricity,4114.08,kWh,b shift,Normal operation
13-03-2025,FCCU,Main Fractionator,STEAM,,Tons,B,
05/04/2025,FCCU,Slurry Pump,Power,162.94,kWh,B,Sensor calibration pending
05/20/2025,FCCU,Slurry Pump,Electricity,152.84,kWh,b shift,N/A
2025-03-07,FCCU,Reactor,steam,217.73,ton,B,
2025-02-19,FCCU,Flue Gas Cooler,Power ,973.59,kwh,A Shift,Normal operation
2025-04-26,FCCU,MAIN FRACTIONATOR,Steam ,103.68,T,C,Minor fluctuation observed
05/13/2025,FCCU,Wet Gas Compressor,Power,4568.73,kWh,b shift,Sensor calibration pending
21-06-2025,FCCU,Flue Gas Cooler,power,922.84,KWH,General,
18-02-2025,FCCU,Slurry Pump,Power,212.45,kWh,General,Unit under maintenance
04/06/2025,FCCU,Feed Preheater,Fuel Gas ,259.73,Sm3,C-Shift,
10-06-2025,FCCU,Wet Gas Compressor,Power ,4168.87,kwh,A Shift,Normal operation
02/10/2025,FCCU,Air Blower,Power ,4024.27,kwh,A Shift,
05/11/2025,FCCU,Wet Gas Compressor,Power ,4566.86,kwh,C,
01/29/2025,FCCU,Slurry Pump,Power ,207.15,kwh,b shift,
04/30/2025,FCCU,Wet Gas Compressor,Electricity,4047.86,kWh,A,Minor fluctuation observed
03/29/2025,FCCU,Wet Gas Compressor,Electricity,4472.33,kWh,A Shift,Reading taken manually
01/20/2025,FCCU,Slurry Pump,Power,154.6,kWh,A Shift,Sensor calibration pending
12/01/2025,FCCU,Wet Gas Compressor,Power ,4119.53,kwh,B,Minor fluctuation observed
01/25/2025,FCCU,Regenerator,Steam,303.71,Ton,b shift,Sensor calibration pending
04/11/2025,FCCU,Feed Preheater,Fuel Gas,294.53,SCM,B,
2025-06-23,FCCU,co boiler,FuelGas,462.96,SCM,B,Startup phase
10/06/2025,FCCU,Feed Preheater,fuel gas,265.97,scm,A Shift,Reading taken manually
2025-05-12,FCCU,Reactor,steam,219.72,ton,C,  
19/03/2025,FCCU,Slurry Pump,Electricity,158.59,kWh,C,  
15/05/2025,FCCU,FEED PREHEATER,FuelGas,291.61,SCM,B,Normal operation
02/13/2025,FCCU,Slurry Pump,Power,210.38,kWh,B,Reading taken manually
04/22/2025,FCCU,CO Boiler,fuel gas,430.77,scm,b shift,  
03/28/2025,FCCU,CO Boiler,Fuel Gas,461.61,SCM,General,N/A
10-06-2025,FCCU,Main Fractionator,Steam ,110.27,T,General,Normal operation
14-05-2025,FCCU,Flue Gas Cooler,power,862.3,KWH,A,
11/03/2025,FCCU,Regenerator,Steam,322.97,Ton,General,
02/15/2025,FCCU,MAIN FRACTIONATOR,Steam,112.13,Ton,b shift,  
14-02-2025,FCCU,WET GAS COMPRESSOR,Electricity,4192.38,kWh,b shift,
11/02/2025,FCCU,Reactor,STEAM,205.62,Tons,C-Shift,Startup phase
24-01-2025,FCCU,Regenerator,steam,325.07,ton,A,Minor fluctuation observed
04/11/2025,FCCU,Regenerator,STEAM,346.28,Tons,C-Shift,Reading taken manually
07-01-2025,FCCU,Main Fractionator,Steam ,118.97,T,b shift,Sensor calibration pending
22/01/2025,FCCU,slurry pump,Power ,197.17,kwh,General,N/A
06/25/2025,FCCU,Flue Gas Cooler,Power,844.3,kWh,C-Shift,
03/01/2025,FCCU,REACTOR,steam,,ton,C-Shift,Startup phase
2025-04-07,FCCU,main fractionator,Steam ,101.35,T,A,Reading taken manually
03/05/2025,FCCU,Air Blower,power,4167.58,KWH,C-Shift,
18-02-2025,FCCU,Air Blower,power,3969.91,KWH,A,
05/06/2025,FCCU, Reactor  ,STEAM,195.4,Tons,General,Startup phase
03/26/2025,FCCU,slurry pump,Power,214.21,kWh,A Shift,
2025-01-14,FCCU,Main Fractionator,Steam,109.05,Ton,A,Reading taken manually
26/04/2025,FCCU,FLUE GAS COOLER,Electricity,1080.15,kWh,General,Startup phase
20/03/2025,FCCU,slurry pump,Power,158.97,kWh,b shift,
2025-05-23,FCCU,Main Fractionator,Steam,107.54,Ton,General,Minor fluctuation observed
01-05-2025,FCCU,Feed Preheater,Fuel Gas,280.89,SCM,A Shift,N/A
03/26/2025,FCCU,FLUE GAS COOLER,Electricity,1043.3,kWh,A Shift,
31/03/2025,FCCU,Slurry Pump,Power ,176.74,kwh,b shift,
19-02-2025,FCCU,Air Blower,Electricity,,kWh,C-Shift,Normal operation
2025-05-04,FCCU,Main Fractionator,Steam,108.51,Ton,General,
03/06/2025,FCCU,Feed Preheater,Fuel Gas,273.78,SCM,A,Unit under maintenance
2025-02-26,FCCU,Reactor,Steam ,189.89,T,C-Shift,  
2025-06-09,FCCU,Reactor,Steam ,193.5,T,C-Shift,Reading taken manually
13/06/2025,FCCU,CO Boiler,Fuel Gas ,426.76,Sm3,A,Startup phase
05/15/2025,FCCU,Main Fractionator,STEAM,118.8,Tons,C,Unit under maintenance
30-03-2025,FCCU,Air Blower,Electricity,4079.91,kWh,B,Reading taken manually
2025-01-03,FCCU,Wet Gas Compressor,Electricity,4436.93,kWh,B,
27/04/2025,FCCU,CO Boiler,fuel gas,444.46,scm,A Shift,
2025-02-11,FCCU,Feed Preheater,Fuel Gas,283.06,SCM,C-Shift,Minor fluctuation observed
05/04/2025,FCCU,Wet Gas Compressor,Power,4457.85,kWh,C,  
11/06/2025,FCCU,Feed Preheater,Fuel Gas ,288.85,Sm3,B,
02-05-2025,FCCU,Slurry Pump,Power,217.58,kWh,A Shift,Sensor calibration pending
18-04-2025,FCCU,Slurry Pump,Power,210.49,kWh,General,Minor fluctuation observed
22/06/2025,FCCU,Flue Gas Cooler,Electricity,912.78,kWh,B,  
05/28/2025,FCCU,Reactor,Steam,186.52,Ton,C-Shift,Unit under maintenance
25/06/2025,FCCU,WET GAS COMPRESSOR,Power ,4399.01,kwh,C,Sensor calibration pending
2025-01-25,FCCU,Wet Gas Compressor,Power,4335.28,kWh,A,Minor fluctuation observed
2025-03-25,FCCU,Regenerator,Steam,318.8,Ton,General,
2025-04-08,FCCU,Air Blower,Electricity,3839.33,kWh,B,N/A
03/26/2025,FCCU,CO Boiler,fuel gas,478.73,scm,B,Sensor calibration pending
25/06/2025,FCCU,Slurry Pump,Electricity,204.86,kWh,General,Normal operation
05-01-2025,FCCU,regenerator,STEAM,346.94,Tons,C-Shift,  
30-01-2025,FCCU,Reactor,Steam ,217.72,T,General,N/A
01/11/2025,FCCU,Air Blower,power,,KWH,b shift,Unit under maintenance
26-04-2025,FCCU,CO Boiler,FuelGas,417.29,SCM,C-Shift,Unit under maintenance
2025-06-03,FCCU,co boiler,Fuel Gas ,,Sm3,b shift,
02/08/2025,FCCU,Wet Gas Compressor,power,4032.13,KWH,A Shift,N/A
08-02-2025,FCCU,regenerator,Steam,317.69,Ton,A,Normal operation
01-02-2025,FCCU,Main Fractionator,STEAM,124.49,Tons,A,  
2025-04-25,FCCU,Air Blower,Power,3608.19,kWh,b shift,Minor fluctuation observed
2025-01-28,FCCU,Main Fractionator,Steam,106.21,Ton,C-Shift,
01/09/2025,FCCU,wet gas compressor,Electricity,4044.45,kWh,B,  
2025-05-24,FCCU,Main Fractionator,STEAM,114.35,Tons,B,Normal operation
08/05/2025,FCCU,Feed Preheater,fuel gas,303.01,scm,A Shift,Minor fluctuation observed
10/03/2025,FCCU,Air Blower,Power ,3734.48,kwh,C-Shift,Unit under maintenance
2025-03-11,FCCU,Reactor,Steam,205.55,Ton,A Shift,N/A
25/01/2025,FCCU,Air Blower,Power,3796.59,kWh,A,
01/18/2025,FCCU,slurry pump,power,2003.0,KWH,B,Unit under maintenance
24/06/2025,FCCU,Wet Gas Compressor,Power ,4048.68,kwh,C-Shift,
21-05-2025,FCCU,main fractionator,Steam ,98.61,T,C-Shift,  
08/06/2025,FCCU,Feed Preheater,Fuel Gas,262.41,SCM,B,
06/05/2025,FCCU,Main Fractionator,Steam,118.56,Ton,b shift,
06/26/2025,FCCU,SLURRY PUMP,Power,206.17,kWh,b shift,Minor fluctuation observed
18/06/2025,FCCU, Regenerator  ,Steam,,Ton,b shift,Startup phase
16/01/2025,FCCU,CO BOILER,Fuel Gas,449.2,SCM,b shift,  
22-04-2025,FCCU,Reactor,Steam ,207.47,T,A Shift,
06/07/2025,FCCU,Wet Gas Compressor,Electricity,4252.68,kWh,A Shift,Minor fluctuation observed
06-04-2025,FCCU,Wet Gas Compressor,Power ,4005.12,kwh,General,Minor fluctuation observed
2025-02-09,FCCU,Reactor,Steam ,202.91,T,A Shift,N/A
02/24/2025,FCCU,main fractionator,steam,103.75,ton,C-Shift,
2025-03-02,FCCU,Main Fractionator,Steam,91.59,Ton,A Shift,Minor fluctuation observed
26-04-2025,FCCU,AIR BLOWER,power,3726.61,KWH,C-Shift,N/A
2025-05-26,FCCU,Feed Preheater,Fuel Gas ,288.97,Sm3,B,  
2025-05-26,FCCU,Regenerator,STEAM,317.69,Tons,General,Minor fluctuation observed
02/03/2025,FCCU,Main Fractionator,Steam,111.13,Ton,C,
06/23/2025,FCCU,Slurry Pump,Power ,193.18,kwh,C,Unit under maintenance
13-01-2025,FCCU,Wet Gas Compressor,Power ,4389.54,kwh,A,
2025-02-02,FCCU,Flue Gas Cooler,Electricity,1008.21,kWh,A,N/A
16/05/2025,FCCU,Air Blower,power,4161.84,KWH,General,Minor fluctuation observed
29-03-2025,FCCU,CO Boiler,FuelGas,455.8,SCM,A Shift,  
14-03-2025,FCCU,feed preheater,FuelGas,296.83,SCM,b shift,N/A
2025-03-01,FCCU,CO Boiler,Fuel Gas ,443.9,Sm3,C-Shift,N/A
10-04-2025,FCCU,Reactor,STEAM,185.37,Tons,A,Sensor calibration pending
29/04/2025,FCCU,Main Fractionator,STEAM,96.63,Tons,A Shift,Reading taken manually
02/04/2025,FCCU,Slurry Pump,Power ,1976.5,kwh,C-Shift,Startup phase
09/01/2025,FCCU,Reactor,STEAM,,Tons,b shift,
2025-03-10,FCCU, Feed Preheater  ,Fuel Gas,286.77,SCM,C-Shift,
05/02/2025,FCCU,Wet Gas Compressor,Power ,4190.83,kwh,B,
2025-01-09,FCCU,Feed Preheater,Fuel Gas,260.99,SCM,A,Minor fluctuation observed
01/07/2025,FCCU,FLUE GAS COOLER,Power,1099.97,kWh,General,Startup phase
11-04-2025,FCCU,CO Boiler,fuel gas,,scm,A,  
16/01/2025,FCCU,MAIN FRACTIONATOR,Steam,99.73,Ton,A Shift,
09/02/2025,FCCU,Wet Gas Compressor,Electricity,4333.82,kWh,b shift,Reading taken manually
2025-04-01,FCCU,Regenerator,steam,324.77,ton,General,
11-03-2025,FCCU,Wet Gas Compressor,Power ,4061.97,kwh,C,  
11/02/2025,FCCU,CO Boiler,fuel gas,427.41,scm,A Shift,
2025-06-24,FCCU,CO Boiler,fuel gas,,scm,B,
25-01-2025,FCCU,Main Fractionator,steam,118.68,ton,A Shift,  
29/04/2025,FCCU,Regenerator,Steam ,355.34,T,General,N/A
05/11/2025,FCCU,Air Blower,power,3529.35,KWH,C-Shift,
11/06/2025,FCCU,Air Blower,Power,3919.38,kWh,C,  
01-01-2025,FCCU,Wet Gas Compressor,Power,4215.39,kWh,A,N/A
04/15/2025,FCCU,Main Fractionator,Steam ,100.95,T,B,Minor fluctuation observed
2025-05-10,FCCU,Air Blower,Electricity,3753.32,kWh,C,Startup phase
14/04/2025,FCCU,Main Fractionator,steam,118.02,ton,B,Reading taken manually
24-03-2025,FCCU,Air Blower,Power ,3701.57,kwh,General,
27/06/2025,FCCU,Air Blower,Power,3553.36,kWh,A,
09/03/2025,FCCU,CO BOILER,Fuel Gas,448.31,SCM,C-Shift,Reading taken manually
01-05-2025,FCCU,regenerator,Steam ,,T,B,Reading taken manually
02/02/2025,FCCU,Main Fractionator,steam,125.29,ton,C,
24/03/2025,FCCU,Slurry Pump,Power,150.38,kWh,A Shift,Startup phase
31/01/2025,FCCU,Reactor,Steam ,205.19,T,A Shift,
07-05-2025,FCCU,Wet Gas Compressor,Power,4331.5,kWh,C-Shift,
03/21/2025,FCCU,Slurry Pump,Electricity,168.76,kWh,General,  
2025-03-14,FCCU,air blower,Electricity,4013.43,kWh,A Shift,Reading taken manually
23-02-2025,FCCU,Feed Preheater,Fuel Gas ,304.97,Sm3,b shift,
07/02/2025,FCCU,Slurry Pump,Power,174.53,kWh,A,Minor fluctuation observed
12-02-2025,FCCU, Slurry Pump  ,Electricity,196.32,kWh,b shift,N/A
2025-03-20,FCCU, Main Fractionator  ,steam,105.31,ton,b shift,Unit under maintenance
04/30/2025,FCCU,CO Boiler,FuelGas,409.59,SCM,b shift,Minor fluctuation observed
06/07/2025,FCCU,Air Blower,power,3672.2,KWH,General,N/A
05/03/2025,FCCU,Feed Preheater,Fuel Gas ,314.41,Sm3,A Shift,Startup phase
01-03-2025,FCCU,Flue Gas Cooler,Power ,846.8,kwh,C-Shift,
09/03/2025,FCCU,Slurry Pump,Electricity,162.66,kWh,A,
2025-04-06,FCCU,Main Fractionator,STEAM,102.11,Tons,C,
15-01-2025,FCCU,Air Blower,Power ,4005.12,kwh,A,
04-03-2025,FCCU,air blower,Power ,3716.66,kwh,C-Shift,
01/13/2025,FCCU,Feed Preheater,Fuel Gas ,288.11,Sm3,A Shift,
02/17/2025,FCCU, Regenerator  ,STEAM,330.86,Tons,C,Startup phase
04/23/2025,FCCU,Feed Preheater,Fuel Gas ,299.65,Sm3,A,Sensor calibration pending
06/07/2025,FCCU,Feed Preheater,FuelGas,253.56,SCM,B,Startup phase
13/01/2025,FCCU,REGENERATOR,Steam ,300.84,T,C-Shift,N/A
08-03-2025,FCCU,Feed Preheater,Fuel Gas ,308.8,Sm3,C-Shift,
04-01-2025,FCCU,Wet Gas Compressor,Power ,4367.01,kwh,A,Startup phase
2025-04-03,FCCU,Main Fractionator,Steam,126.68,Ton,A,Startup phase
01/04/2025,FCCU,Reactor,Steam,204.78,Ton,b shift,Normal operation
17-06-2025,FCCU,Slurry Pump,power,156.05,KWH,C-Shift,Sensor calibration pending
06/07/2025,FCCU,CO Boiler,Fuel Gas,455.52,SCM,C,N/A
22-01-2025,FCCU,Reactor,STEAM,187.59,Tons,A Shift,Reading taken manually
14-04-2025,FCCU,Feed Preheater,fuel gas,265.27,scm,A,Normal operation
05/08/2025,FCCU,Regenerator,steam,318.3,ton,C-Shift,  
01-01-2025,FCCU,Slurry Pump,power,207.53,KWH,A,
04/12/2025,FCCU,Air Blower,Power ,4199.61,kwh,C-Shift,Minor fluctuation observed
01-03-2025,FCCU,Feed Preheater,Fuel Gas ,250.96,Sm3,A Shift,Reading taken manually
01/06/2025,FCCU,Slurry Pump,power,214.49,KWH,General,  
23/03/2025,FCCU,Slurry Pump,power,209.29,KWH,C,Reading taken manually
20/05/2025,FCCU, Feed Preheater  ,Fuel Gas ,,Sm3,A,Normal operation
2025-06-29,FCCU,wet gas compressor,power,4437.25,KWH,General,Startup phase
02/16/2025,FCCU,Main Fractionator,Steam,90.52,Ton,General,Reading taken manually
04/08/2025,FCCU,Flue Gas Cooler,power,1051.55,KWH,A,Sensor calibration pending
08-06-2025,FCCU,CO Boiler,Fuel Gas,428.38,SCM,b shift,Unit under maintenance
23-06-2025,FCCU,Feed Preheater,fuel gas,279.88,scm,B,
2025-02-22,FCCU,Air Blower,power,3973.84,KWH,C,Sensor calibration pending
01/11/2025,FCCU,CO Boiler,FuelGas,,SCM,A,
02/14/2025,FCCU,Main Fractionator,Steam,90.47,Ton,A Shift,Reading taken manually
04/23/2025,FCCU,CO Boiler,Fuel Gas,417.51,SCM,b shift,Unit under maintenance
06/18/2025,FCCU,Wet Gas Compressor,Power,4087.67,kWh,General,  
2025-06-18,FCCU,Slurry Pump,Power,175.87,kWh,General,Normal operation
19-05-2025,FCCU,co boiler,FuelGas,452.32,SCM,A Shift,Startup phase
01/18/2025,FCCU,AIR BLOWER,Power ,3665.04,kwh,A,Normal operation
2025-06-29,FCCU,Slurry Pump,power,219.87,KWH,C-Shift,Minor fluctuation observed
05/10/2025,FCCU,Flue Gas Cooler,power,1077.72,KWH,C-Shift,Unit under maintenance
2025-05-10,FCCU,slurry pump,Electricity,151.68,kWh,b shift,Sensor calibration pending
2025-05-23,FCCU,Flue Gas Cooler,Power ,902.73,kwh,A Shift,N/A
